帳號名稱,988廚房
時區,'+09:00
下載時間,2025/07/10 12:20
傳送者類型,傳送者名稱,傳送日期,傳送時間,內容
User,孫岳群-豐禾精緻美食館,2024/01/09,18:32:36,明天請送鹹魚片2箱，謝謝
Account,自動回應訊息,2024/01/09,18:32:37,貼圖已傳送
Account,自動回應訊息,2024/01/09,18:32:37,"(love letter)已收到您的訂單,會儘快為您出貨
(telephone)關於產品的問題,明天會盡快給您答覆/緊急問題請聯絡王經理 0988001988
(monitor)上班時間為早上7:30~下午5:00(周一至周五)
/當天要用的貨，請在早上8點前傳/"
User,孫岳群-豐禾精緻美食館,2024/01/16,20:19:28,明天請送鹹魚片2箱，謝謝
Account,自動回應訊息,2024/01/16,20:19:28,貼圖已傳送
Account,自動回應訊息,2024/01/16,20:19:28,"(love letter)已收到您的訂單,會儘快為您出貨
(telephone)關於產品的問題,明天會盡快給您答覆/緊急問題請聯絡王經理 0988001988
(monitor)上班時間為早上7:30~下午5:00(周一至周五)
/當天要用的貨，請在早上8點前傳/"
User,孫岳群-豐禾精緻美食館,2024/01/23,17:54:25,明天請送鹹魚片3箱，謝謝
Account,林鈺婷,2024/01/23,17:55:28,貼圖已傳送
User,孫岳群-豐禾精緻美食館,2024/04/23,18:59:14,"請送貨
薄鹽鯖魚5箱"
Account,自動回應訊息,2024/04/23,18:59:14,貼圖已傳送
Account,自動回應訊息,2024/04/23,18:59:14,"(love letter)已收到您的訂單,會儘快為您安排出貨
(LINE messenger)如有任何問題，歡迎隨時留言，或洽客服專線0988-001-988，上班時間會盡快給您答覆"
